ACCOUNT_ID,SUM,COUNT,ACCOUNT_TYPE
571,119004,5,Savings account
2919,118384,5,Savings account
1503,117778,5,Savings account
3726,117205,5,Savings account
3312,116917,5,Savings account
2821,116841,5,Savings account
3015,116760,5,Savings account
3256,116603,5,Savings account
1296,116294,5,Savings account
2114,115170,5,Savings account
88,115103,5,Savings account
2085,114409,5,Savings account
1213,113750,5,Savings account
1582,113051,5,Savings account
951,112639,5,Savings account
2106,112138,5,Savings account
926,110456,5,Savings account
720,109961,5,Savings account
792,109805,5,Savings account
451,109529,5,Savings account
2893,109116,5,Savings account
3027,107785,5,Savings account
740,106005,5,Savings account
3365,105911,5,Savings account
753,105905,5,Savings account
199,105724,5,Savings account
2317,105598,5,Savings account
3442,104466,5,Savings account
3452,103590,5,Savings account
2469,103227,5,Savings account
1125,101155,5,Savings account
3832,100974,5,Savings account
1081,99440,5,Savings account
2347,96217,5,Savings account
325,96108,5,Savings account
2362,95800,5,Savings account
1473,92792,5,Savings account
2042,92618,5,Savings account
669,92526,5,Savings account
2945,92157,5,Savings account
2757,91322,5,Savings account
920,90486,5,Savings account
843,90373,5,Savings account
895,89681,5,Savings account
3802,89335,5,Savings account
1521,89068,5,Savings account
1631,89014,5,Savings account
1045,87491,5,Savings account
2578,87170,5,Savings account
3908,87071,5,Savings account
602,86676,5,Savings account
2225,85720,5,Savings account
2372,85517,5,Savings account
2045,85056,5,Savings account
1258,84826,5,Savings account
612,84614,5,Savings account
2952,83742,5,Savings account
3515,83162,5,Savings account
296,82552,5,Savings account
350,81919,5,Savings account
528,81773,5,Savings account
2686,81599,5,Savings account
3046,80763,5,Savings account
1964,80339,5,Savings account
3543,79696,5,Savings account
410,79320,5,Savings account
2978,79022,5,Savings account
434,79013,5,Savings account
3676,78405,5,Savings account
2366,77466,5,Savings account
684,77209,5,Savings account
3121,77128,5,Savings account
1082,76951,5,Savings account
2339,76910,5,Savings account
2946,76638,5,Savings account
852,75355,5,Savings account
2688,75298,5,Savings account
1233,75000,5,Savings account
2094,74216,5,Savings account
20,72558,5,Savings account
2636,70452,5,Savings account
3454,68951,5,Savings account
2290,68587,5,Savings account
3530,68395,5,Savings account
546,67711,5,Savings account
1738,67680,5,Savings account
550,66981,5,Savings account
2349,66130,5,Savings account
3097,64226,5,Savings account
3984,63844,5,Savings account
3393,61899,5,Savings account
3347,61296,5,Savings account
2236,48808,5,Savings account
4356,33960,5,Savings account
1910,445010,5,NRI account
10807,408405,5,NRI account
1151,402775,5,NRI account
3455,396121,5,NRI account
3614,395123,5,NRI account
10650,388882,5,NRI account
1237,387193,5,NRI account
2003,386210,5,NRI account
1614,385636,5,NRI account
3672,380151,5,NRI account
990,376325,5,NRI account
596,373725,5,NRI account
1160,373215,5,NRI account
8523,365898,5,NRI account
904,364012,5,NRI account
2514,363563,5,NRI account
3638,360414,5,NRI account
7733,360380,5,NRI account
1777,358500,5,NRI account
2725,349095,5,NRI account
3659,348947,5,NRI account
3051,348300,5,NRI account
501,346069,5,NRI account
1261,342908,5,NRI account
468,342693,5,NRI account
10679,336977,5,NRI account
1567,333768,5,NRI account
3702,331196,5,NRI account
6289,327100,5,NRI account
3503,324672,5,NRI account
7637,323679,5,NRI account
329,320186,5,NRI account
9673,314258,5,NRI account
8038,312069,5,NRI account
388,311423,5,NRI account
1700,308644,5,NRI account
2178,308354,5,NRI account
1951,305556,5,NRI account
660,302719,5,NRI account
2301,299645,5,NRI account
3782,299453,5,NRI account
1681,299451,5,NRI account
4346,297815,5,NRI account
3807,296023,5,NRI account
3437,295012,5,NRI account
1913,290153,5,NRI account
277,289681,5,NRI account
1486,287185,5,NRI account
3074,286384,5,NRI account
3839,284316,5,NRI account
3270,284101,5,NRI account
3421,284001,5,NRI account
5593,282771,5,NRI account
2386,281514,5,NRI account
11382,280892,5,NRI account
10644,279552,5,NRI account
2731,278232,5,NRI account
1350,274826,5,NRI account
429,274551,5,NRI account
2910,273682,5,NRI account
1170,271825,5,NRI account
169,271210,5,NRI account
2074,268890,5,NRI account
5477,268166,5,NRI account
1742,266845,5,NRI account
2957,266143,5,NRI account
1725,265471,5,NRI account
82,265033,5,NRI account
271,264471,5,NRI account
9235,262124,5,NRI account
1778,261925,5,NRI account
1223,260755,5,NRI account
1698,260480,5,NRI account
5357,258837,5,NRI account
4631,258581,5,NRI account
6265,258423,5,NRI account
3795,256831,5,NRI account
649,254040,5,NRI account
3998,251413,5,NRI account
1640,251233,5,NRI account
493,250441,5,NRI account
4293,249725,5,NRI account
1594,249523,5,NRI account
72,246951,5,NRI account
1655,246545,5,NRI account
1369,246386,5,NRI account
2051,245604,5,NRI account
1971,245387,5,NRI account
2602,243848,5,NRI account
1444,241291,5,NRI account
709,239623,5,NRI account
1863,238897,5,NRI account
2254,238812,5,NRI account
7176,238626,5,NRI account
2559,236312,5,NRI account
5735,235004,5,NRI account
418,234977,5,NRI account
213,234459,5,NRI account
621,234012,5,NRI account
1042,233940,5,NRI account
392,229619,5,NRI account
9504,228725,5,NRI account
376,228455,5,NRI account
4503,220884,5,NRI account
1257,220159,5,NRI account
1987,219810,5,NRI account
1251,219280,5,NRI account
761,219002,5,NRI account
3894,217385,5,NRI account
3143,215310,5,NRI account
3,214196,5,NRI account
248,210865,5,NRI account
2206,208793,5,NRI account
3445,206781,5,NRI account
1511,206387,5,NRI account
2944,205890,5,NRI account
2563,204879,5,NRI account
1674,204284,5,NRI account
625,204167,5,NRI account
578,202509,5,NRI account
617,202328,5,NRI account
2532,201857,5,NRI account
393,200408,5,NRI account
2836,200381,5,NRI account
1622,200009,5,NRI account
2990,199398,5,NRI account
1164,199395,5,NRI account
9677,198777,5,NRI account
252,198217,5,NRI account
3520,198096,5,NRI account
3462,197987,5,NRI account
5001,197443,5,NRI account
2333,195738,5,NRI account
137,195529,5,NRI account
1759,195104,5,NRI account
2680,193026,5,NRI account
2720,191242,5,NRI account
3886,189508,5,NRI account
3811,189122,5,NRI account
1577,187209,5,NRI account
4071,185905,5,NRI account
8225,184770,5,NRI account
3946,184481,5,NRI account
1832,183801,5,NRI account
2792,181689,5,NRI account
2400,180275,5,NRI account
2922,180110,5,NRI account
3880,179345,5,NRI account
771,178879,5,NRI account
3827,177719,5,NRI account
1878,175955,5,NRI account
1135,175840,5,NRI account
631,174866,5,NRI account
1046,174686,5,NRI account
3539,173196,5,NRI account
7618,173192,5,NRI account
2440,173172,5,NRI account
1504,172822,5,NRI account
694,171119,5,NRI account
2734,170919,5,NRI account
3036,170778,5,NRI account
3531,168594,5,NRI account
2102,168301,5,NRI account
549,167943,5,NRI account
2454,167559,5,NRI account
3373,166905,5,NRI account
2553,166525,5,NRI account
2801,166396,5,NRI account
1259,165305,5,NRI account
1370,163452,5,NRI account
3588,162144,5,NRI account
2746,162143,5,NRI account
10019,158532,5,NRI account
4383,158424,5,NRI account
867,158194,5,NRI account
121,157296,5,NRI account
676,157263,5,NRI account
3838,156931,5,NRI account
431,156731,5,NRI account
9138,156540,5,NRI account
2947,155828,5,NRI account
2325,155494,5,NRI account
454,154948,5,NRI account
2607,153414,5,NRI account
968,153060,5,NRI account
2692,149658,5,NRI account
2116,148027,5,NRI account
6321,145638,5,NRI account
3189,144733,5,NRI account
2046,142888,5,NRI account
9494,142031,5,NRI account
3817,141575,5,NRI account
2491,141101,5,NRI account
5317,139872,5,NRI account
1092,139530,5,NRI account
918,138987,5,NRI account
3247,138784,5,NRI account
3976,138700,5,NRI account
2012,138261,5,NRI account
2226,136782,5,NRI account
3769,135251,5,NRI account
4329,134854,5,NRI account
3774,134638,5,NRI account
2721,134088,5,NRI account
194,133642,5,NRI account
1785,133513,5,NRI account
1558,132990,5,NRI account
1596,130018,5,NRI account
923,129823,5,NRI account
2604,129545,5,NRI account
3109,128689,5,NRI account
1078,128087,5,NRI account
2591,126652,5,NRI account
1195,126502,5,NRI account
599,125499,5,NRI account
1275,125025,5,NRI account
1744,124996,5,NRI account
3335,124866,5,NRI account
8919,123236,5,NRI account
136,122838,5,NRI account
833,121749,5,NRI account
3285,120952,5,NRI account
1501,120479,5,NRI account
3991,118869,5,NRI account
729,117888,5,NRI account
2575,115804,5,NRI account
326,115397,5,NRI account
3973,114790,5,NRI account
1301,114765,5,NRI account
735,114742,5,NRI account
2685,114658,5,NRI account
375,114401,5,NRI account
3731,113931,5,NRI account
3624,113458,5,NRI account
3009,113005,5,NRI account
3522,112703,5,NRI account
508,111859,5,NRI account
54,111307,5,NRI account
1460,110688,5,NRI account
1609,110596,5,NRI account
204,110379,5,NRI account
3893,109594,5,NRI account
3040,109274,5,NRI account
3022,108921,5,NRI account
536,107167,5,NRI account
3202,107069,5,NRI account
1855,107047,5,NRI account
1002,106227,5,NRI account
3443,105337,5,NRI account
1921,105122,5,NRI account
1013,104850,5,NRI account
1181,104684,5,NRI account
3673,104518,5,NRI account
3158,104053,5,NRI account
687,102681,5,NRI account
865,101733,5,NRI account
664,101084,5,NRI account
2043,101060,5,NRI account
79,98989,5,NRI account
3005,98751,5,NRI account
809,98187,5,NRI account
3904,97961,5,NRI account
265,97284,5,NRI account
55,96745,5,NRI account
2820,96474,5,NRI account
3175,96459,5,NRI account
3943,95120,5,NRI account
1899,94434,5,NRI account
9227,94009,5,NRI account
1155,93912,5,NRI account
2016,93458,5,NRI account
3236,93325,5,NRI account
3916,92687,5,NRI account
2291,92204,5,NRI account
3932,91384,5,NRI account
1530,90879,5,NRI account
1439,90730,5,NRI account
1525,90247,5,NRI account
2621,89732,5,NRI account
3172,89566,5,NRI account
328,89110,5,NRI account
3271,89057,5,NRI account
1954,89004,5,NRI account
2719,88634,5,NRI account
1474,88024,5,NRI account
2526,87398,5,NRI account
342,87283,5,NRI account
174,86021,5,NRI account
143,85311,5,NRI account
413,83618,5,NRI account
637,82391,5,NRI account
2672,80360,5,NRI account
3291,80328,5,NRI account
3438,80135,5,NRI account
1459,80104,5,NRI account
2448,79972,5,NRI account
3203,79741,5,NRI account
3033,79537,5,NRI account
1685,78210,5,NRI account
584,77952,5,NRI account
2180,76700,5,NRI account
450,75678,5,NRI account
459,75500,5,NRI account
405,73929,5,NRI account
2869,72583,5,NRI account
3549,72219,5,NRI account
2076,71029,5,NRI account
975,69308,5,NRI account
935,69059,5,NRI account
305,68848,5,NRI account
1517,66990,5,NRI account
4462,65949,5,NRI account
2221,65176,5,NRI account
2442,63152,5,NRI account
2115,56774,5,NRI account
713,50215,5,NRI account
2260,46576,5,NRI account
1176,44480,5,NRI account
4342,437727,5,Salary account
3151,409952,5,Salary account
463,400832,5,Salary account
2977,398727,5,Salary account
2681,397164,5,Salary account
10445,388971,5,Salary account
3914,386254,5,Salary account
200,364441,5,Salary account
2195,361392,5,Salary account
1446,361317,5,Salary account
3227,359798,5,Salary account
7045,357662,5,Salary account
7180,349835,5,Salary account
2796,346558,5,Salary account
665,345989,5,Salary account
2279,342925,5,Salary account
10280,342238,5,Salary account
1646,340604,5,Salary account
4253,336373,5,Salary account
1380,336308,5,Salary account
1634,335698,5,Salary account
521,333796,5,Salary account
472,331793,5,Salary account
2889,329082,5,Salary account
1718,325102,5,Salary account
1374,319559,5,Salary account
1757,310627,5,Salary account
3776,309294,5,Salary account
2323,309246,5,Salary account
2521,308291,5,Salary account
3330,308039,5,Salary account
3253,306472,5,Salary account
2355,305564,5,Salary account
101,303980,5,Salary account
3206,298593,5,Salary account
3956,297342,5,Salary account
1526,295965,5,Salary account
9814,294960,5,Salary account
1365,292877,5,Salary account
7990,290044,5,Salary account
1756,288436,5,Salary account
420,286291,5,Salary account
2159,285641,5,Salary account
3058,281376,5,Salary account
1924,273783,5,Salary account
795,271509,5,Salary account
969,268991,5,Salary account
4150,268672,5,Salary account
487,268140,5,Salary account
3750,267883,5,Salary account
3836,264773,5,Salary account
363,261066,5,Salary account
84,260948,5,Salary account
5305,256918,5,Salary account
3059,255725,5,Salary account
2067,253586,5,Salary account
10520,250695,5,Salary account
1847,249335,5,Salary account
4585,248661,5,Salary account
6872,247606,5,Salary account
1109,244977,5,Salary account
1763,244873,5,Salary account
1022,244072,5,Salary account
2516,241145,5,Salary account
3192,240993,5,Salary account
3453,238756,5,Salary account
11096,238599,5,Salary account
1483,238566,5,Salary account
2408,238460,5,Salary account
9037,236881,5,Salary account
1895,236465,5,Salary account
8533,236131,5,Salary account
2863,235950,5,Salary account
2973,235753,5,Salary account
11069,233772,5,Salary account
8320,233591,5,Salary account
911,232337,5,Salary account
1948,231823,5,Salary account
2998,231518,5,Salary account
2866,230753,5,Salary account
7632,229392,5,Salary account
2209,228101,5,Salary account
3874,228094,5,Salary account
7894,227972,5,Salary account
3963,226740,5,Salary account
11333,226020,5,Salary account
1836,225539,5,Salary account
1388,224492,5,Salary account
2028,223794,5,Salary account
336,223738,5,Salary account
917,222219,5,Salary account
3940,221995,5,Salary account
2483,220869,5,Salary account
3485,219237,5,Salary account
4519,217537,5,Salary account
1911,216095,5,Salary account
1319,215755,5,Salary account
1810,215747,5,Salary account
7890,214355,5,Salary account
3186,213661,5,Salary account
10652,213167,5,Salary account
2430,210517,5,Salary account
908,210036,5,Salary account
257,209412,5,Salary account
3921,208358,5,Salary account
2924,206679,5,Salary account
6511,205560,5,Salary account
3826,203014,5,Salary account
3556,202766,5,Salary account
1656,202639,5,Salary account
558,202103,5,Salary account
3758,201397,5,Salary account
980,201071,5,Salary account
1737,198432,5,Salary account
7262,198297,5,Salary account
880,198282,5,Salary account
2740,198095,5,Salary account
836,197694,5,Salary account
2119,197401,5,Salary account
70,194841,5,Salary account
4144,194631,5,Salary account
2371,194148,5,Salary account
3559,194022,5,Salary account
2243,193890,5,Salary account
3180,190933,5,Salary account
3845,189059,5,Salary account
896,188099,5,Salary account
1405,186803,5,Salary account
2107,185760,5,Salary account
5817,184133,5,Salary account
891,183212,5,Salary account
2808,179747,5,Salary account
3736,178530,5,Salary account
3276,178030,5,Salary account
2646,175892,5,Salary account
2281,174980,5,Salary account
6157,173023,5,Salary account
1265,171667,5,Salary account
3645,170279,5,Salary account
2432,169171,5,Salary account
3930,169168,5,Salary account
725,168531,5,Salary account
2233,167899,5,Salary account
4033,164934,5,Salary account
763,164707,5,Salary account
3280,159911,5,Salary account
2185,158926,5,Salary account
1880,158185,5,Salary account
2230,157202,5,Salary account
3463,157010,5,Salary account
206,156860,5,Salary account
2856,155672,5,Salary account
3392,153835,5,Salary account
516,152920,5,Salary account
9052,152498,5,Salary account
2397,152066,5,Salary account
3351,151537,5,Salary account
4467,150207,5,Salary account
455,149225,5,Salary account
1788,148993,5,Salary account
3585,148837,5,Salary account
75,148774,5,Salary account
1986,148597,5,Salary account
3895,147691,5,Salary account
2603,145181,5,Salary account
3710,144437,5,Salary account
2505,142805,5,Salary account
335,141257,5,Salary account
332,140266,5,Salary account
1901,138931,5,Salary account
580,138255,5,Salary account
3498,137316,5,Salary account
9631,137159,5,Salary account
2015,132824,5,Salary account
932,132582,5,Salary account
24,132254,5,Salary account
3854,132026,5,Salary account
5290,131790,5,Salary account
1390,130532,5,Salary account
3661,129788,5,Salary account
1702,129445,5,Salary account
2157,128377,5,Salary account
217,127348,5,Salary account
9424,127261,5,Salary account
8085,127152,5,Salary account
3254,125776,5,Salary account
822,124033,5,Salary account
114,123404,5,Salary account
997,123144,5,Salary account
3924,121011,5,Salary account
569,120280,5,Salary account
3643,119600,5,Salary account
2730,117759,5,Salary account
3989,116303,5,Salary account
302,115370,5,Salary account
3966,114260,5,Salary account
1514,114223,5,Salary account
313,113463,5,Salary account
2743,111330,5,Salary account
3148,108522,5,Salary account
2717,105384,5,Salary account
1185,104815,5,Salary account
2066,104533,5,Salary account
2439,104157,5,Salary account
3029,103458,5,Salary account
3557,103175,5,Salary account
3119,103087,5,Salary account
3525,102918,5,Salary account
2473,102897,5,Salary account
1542,102846,5,Salary account
166,102835,5,Salary account
3537,102627,5,Salary account
888,102303,5,Salary account
3721,102161,5,Salary account
1492,101259,5,Salary account
2387,100308,5,Salary account
2955,99468,5,Salary account
2348,98294,5,Salary account
2017,97716,5,Salary account
171,97071,5,Salary account
832,95817,5,Salary account
1021,94046,5,Salary account
2567,91646,5,Salary account
3144,90531,5,Salary account
2105,88385,5,Salary account
2658,88032,5,Salary account
2420,87907,5,Salary account
1859,87728,5,Salary account
1774,86632,5,Salary account
9199,86076,5,Salary account
3635,85815,5,Salary account
734,85805,5,Salary account
2805,85527,5,Salary account
224,85271,5,Salary account
3800,84721,5,Salary account
794,83697,5,Salary account
806,82036,5,Salary account
2223,79632,5,Salary account
1346,79498,5,Salary account
1055,79145,5,Salary account
178,78568,5,Salary account
3409,77514,5,Salary account
1823,77411,5,Salary account
3043,76004,5,Salary account
98,70741,5,Salary account
714,70031,5,Salary account
3856,68289,5,Salary account
3232,67579,5,Salary account
831,65854,5,Salary account
1377,64711,5,Salary account
2373,64322,5,Salary account
4081,62668,5,Salary account
3560,56991,5,Salary account
124,55517,5,Salary account
1347,52697,5,Salary account
1318,51301,5,Salary account
442,46360,5,Salary account
3746,353348,4,Savings account
2004,341580,4,Savings account
10065,339198,4,Savings account
3953,333920,4,Savings account
893,333891,4,Savings account
1869,330206,4,Savings account
2885,328181,4,Savings account
4456,307691,4,Savings account
1067,306931,4,Savings account
1408,306503,4,Savings account
3664,306415,4,Savings account
6922,300782,4,Savings account
1058,298136,4,Savings account
1867,289175,4,Savings account
1500,286343,4,Savings account
2080,285269,4,Savings account
1654,284110,4,Savings account
1452,279114,4,Savings account
4375,276807,4,Savings account
2111,274844,4,Savings account
2775,274266,4,Savings account
3389,272429,4,Savings account
1036,271031,4,Savings account
3116,270191,4,Savings account
3562,269464,4,Savings account
3766,269105,4,Savings account
3315,261893,4,Savings account
2640,260278,4,Savings account
447,257362,4,Savings account
1112,256192,4,Savings account
253,254782,4,Savings account
1532,253927,4,Savings account
10148,253263,4,Savings account
32,251642,4,Savings account
4949,248932,4,Savings account
1709,246859,4,Savings account
2724,242236,4,Savings account
3694,238164,4,Savings account
603,238004,4,Savings account
6910,230107,4,Savings account
1900,227729,4,Savings account
3322,226896,4,Savings account
1344,226402,4,Savings account
4349,225642,4,Savings account
840,224776,4,Savings account
3495,224372,4,Savings account
871,221832,4,Savings account
116,219714,4,Savings account
1396,218786,4,Savings account
2816,218607,4,Savings account
256,218549,4,Savings account
145,216048,4,Savings account
1907,213951,4,Savings account
4047,212620,4,Savings account
3088,212598,4,Savings account
4994,212440,4,Savings account
858,211001,4,Savings account
1328,209972,4,Savings account
819,208764,4,Savings account
4268,208346,4,Savings account
1857,205512,4,Savings account
1672,204599,4,Savings account
1208,204570,4,Savings account
2950,202801,4,Savings account
739,200647,4,Savings account
2600,199314,4,Savings account
133,199086,4,Savings account
4715,197726,4,Savings account
1817,196270,4,Savings account
803,196131,4,Savings account
2232,195711,4,Savings account
3128,194040,4,Savings account
3591,193837,4,Savings account
3294,193396,4,Savings account
1528,192053,4,Savings account
6461,191165,4,Savings account
2048,189600,4,Savings account
2870,189211,4,Savings account
3418,188365,4,Savings account
6061,188024,4,Savings account
987,187811,4,Savings account
1996,184018,4,Savings account
8688,183822,4,Savings account
994,182252,4,Savings account
1776,181408,4,Savings account
2963,180897,4,Savings account
1660,179946,4,Savings account
2811,179296,4,Savings account
5661,179122,4,Savings account
1916,178096,4,Savings account
2593,176797,4,Savings account
1549,176779,4,Savings account
568,176695,4,Savings account
2413,176024,4,Savings account
430,175588,4,Savings account
282,175065,4,Savings account
3789,173265,4,Savings account
3590,172388,4,Savings account
268,171233,4,Savings account
2033,169994,4,Savings account
1739,169760,4,Savings account
850,167954,4,Savings account
9510,166520,4,Savings account
1791,166270,4,Savings account
2319,164242,4,Savings account
824,163386,4,Savings account
3690,163199,4,Savings account
3016,162826,4,Savings account
2041,161938,4,Savings account
284,161905,4,Savings account
2071,161373,4,Savings account
2077,160350,4,Savings account
3349,160332,4,Savings account
526,157724,4,Savings account
3540,156933,4,Savings account
181,156603,4,Savings account
732,156579,4,Savings account
1480,156498,4,Savings account
2395,156466,4,Savings account
10774,155792,4,Savings account
1130,155275,4,Savings account
2275,155093,4,Savings account
1692,153788,4,Savings account
5181,153419,4,Savings account
1260,153350,4,Savings account
3321,153236,4,Savings account
2540,150562,4,Savings account
3665,149607,4,Savings account
2289,149200,4,Savings account
3996,147197,4,Savings account
1508,146985,4,Savings account
3422,146970,4,Savings account
10018,146141,4,Savings account
1102,145553,4,Savings account
3451,144418,4,Savings account
1650,143299,4,Savings account
3532,141860,4,Savings account
9730,137132,4,Savings account
2509,136676,4,Savings account
3706,136618,4,Savings account
3979,135893,4,Savings account
4263,134866,4,Savings account
210,134145,4,Savings account
3553,133889,4,Savings account
910,132302,4,Savings account
825,131910,4,Savings account
2674,131701,4,Savings account
77,130042,4,Savings account
2533,129996,4,Savings account
2605,129639,4,Savings account
399,129197,4,Savings account
6158,129127,4,Savings account
157,128972,4,Savings account
4803,128552,4,Savings account
760,126184,4,Savings account
971,125751,4,Savings account
4538,124962,4,Savings account
3239,124201,4,Savings account
2065,122494,4,Savings account
3085,122144,4,Savings account
2173,121881,4,Savings account
1010,121574,4,Savings account
1393,120397,4,Savings account
1447,119329,4,Savings account
2560,118323,4,Savings account
1712,118000,4,Savings account
2969,116900,4,Savings account
5,115547,4,Savings account
2631,114129,4,Savings account
2522,111938,4,Savings account
2455,111767,4,Savings account
3732,111750,4,Savings account
586,109671,4,Savings account
962,108916,4,Savings account
1995,107789,4,Savings account
800,107495,4,Savings account
646,106982,4,Savings account
2690,106967,4,Savings account
1551,106627,4,Savings account
8645,106595,4,Savings account
2060,106474,4,Savings account
2531,105325,4,Savings account
3093,104334,4,Savings account
3773,104180,4,Savings account
258,103996,4,Savings account
2135,102662,4,Savings account
2964,101552,4,Savings account
8998,101192,4,Savings account
3350,101138,4,Savings account
703,101124,4,Savings account
3937,101073,4,Savings account
364,101073,4,Savings account
2657,100684,4,Savings account
3023,100268,4,Savings account
2422,100183,4,Savings account
2500,100124,4,Savings account
