BANK,ACCOUNT_ID,LAST_TXN_DATE,CLOSING_BALANCE
Sky Bank,1137,31-Dec-19,15478.4
Sky Bank,1139,31-Dec-19,42834.6
Sky Bank,1142,31-Dec-19,18281.5
Sky Bank,1144,31-Dec-19,16762.9
Sky Bank,1145,31-Dec-19,17848.3
Sky Bank,1146,31-Dec-19,63705.6
Sky Bank,1147,31-Dec-19,50464.7
Sky Bank,1149,31-Dec-19,36759.4
Sky Bank,1151,31-Dec-19,64209.4
Sky Bank,1152,31-Dec-19,14983.1
Sky Bank,1153,31-Dec-19,32878.6
Sky Bank,1155,31-Dec-19,19054.8
Sky Bank,1157,31-Dec-19,47748.1
Sky Bank,1158,31-Dec-19,30994.2
Sky Bank,1159,31-Dec-19,29650.3
Sky Bank,1160,31-Dec-19,57465.8
Sky Bank,1161,31-Dec-19,15570.4
Sky Bank,1164,31-Dec-19,33288.4
Sky Bank,1166,31-Dec-19,29795
Sky Bank,1168,31-Dec-19,16716.8
Sky Bank,1169,31-Dec-19,27831.4
Sky Bank,1170,31-Dec-19,34384.3
Sky Bank,1174,31-Dec-19,80646.9
Sky Bank,1179,31-Dec-19,25492
Sky Bank,1180,31-Dec-19,45460.2
Sky Bank,1183,31-Dec-19,32878
Sky Bank,1184,31-Dec-19,59684.1
Sky Bank,1187,31-Dec-19,28948.2
Sky Bank,1188,31-Dec-19,32203
Sky Bank,1189,31-Dec-19,27849.4
Sky Bank,1190,31-Dec-19,35118
Sky Bank,1192,31-Dec-19,40590.2
Sky Bank,1193,31-Dec-19,29348.8
Sky Bank,1194,31-Dec-19,40454.9
Sky Bank,1196,31-Dec-19,23838.1
Sky Bank,1197,31-Dec-19,34235.3
Sky Bank,1200,31-Dec-19,43205.4
Sky Bank,1201,31-Dec-19,50612.3
Sky Bank,1203,31-Dec-19,82560.2
Sky Bank,1204,31-Dec-19,68216.9
Sky Bank,1205,31-Dec-19,18818.4
Sky Bank,1206,31-Dec-19,16173.4
Sky Bank,1207,31-Dec-19,44999.4
Sky Bank,1210,31-Dec-19,54395.3
Sky Bank,1211,31-Dec-19,46693.9
Sky Bank,1212,31-Dec-19,11950.8
Sky Bank,1213,31-Dec-19,17777
Sky Bank,1216,31-Dec-19,16569.7
Sky Bank,1217,31-Dec-19,19335.5
Sky Bank,1218,31-Dec-19,49219.8
Sky Bank,1219,31-Dec-19,28957.8
Sky Bank,1220,31-Dec-19,32665.6
Sky Bank,1222,31-Dec-19,28783.1
Sky Bank,1223,31-Dec-19,44055.9
Sky Bank,1225,31-Dec-19,59598.3
Sky Bank,1226,31-Dec-19,22137.6
Sky Bank,1227,31-Dec-19,42154.3
Sky Bank,1228,31-Dec-19,39150.2
Sky Bank,1231,31-Dec-19,49548.2
Sky Bank,1232,31-Dec-19,28763
Sky Bank,1233,31-Dec-19,16731
Sky Bank,1234,31-Dec-19,16003.6
Sky Bank,1235,31-Dec-19,27938.7
Sky Bank,1236,31-Dec-19,19753.5
Sky Bank,1237,31-Dec-19,78047.2
Sky Bank,1238,31-Dec-19,26929.5
Sky Bank,1239,31-Dec-19,13106.6
Sky Bank,1241,31-Dec-19,19227
Sky Bank,1242,31-Dec-19,38169.2
Sky Bank,1243,31-Dec-19,30679.9
Sky Bank,1244,31-Dec-19,23144.9
Sky Bank,1246,31-Dec-19,21819.4
Sky Bank,1247,31-Dec-19,53970.2
Sky Bank,1248,31-Dec-19,28172.7
Sky Bank,1249,31-Dec-19,28117.7
Sky Bank,1250,31-Dec-19,28272.8
Sky Bank,1251,31-Dec-19,55506
Sky Bank,1252,31-Dec-19,48597.1
Sky Bank,1254,31-Dec-19,67268.9
Sky Bank,1256,31-Dec-19,29053.6
Sky Bank,1257,31-Dec-19,52929.3
Sky Bank,1258,31-Dec-19,12354
Sky Bank,1260,31-Dec-19,24707.2
Sky Bank,1261,31-Dec-19,45373.4
Sky Bank,1263,31-Dec-19,66914.2
Sky Bank,1265,31-Dec-19,20596.6
Sky Bank,1266,31-Dec-19,39890.3
Sky Bank,1267,31-Dec-19,70580.1
Sky Bank,1268,31-Dec-19,39682.1
Sky Bank,1269,31-Dec-19,28015.1
Sky Bank,1270,31-Dec-19,19625
Sky Bank,1271,31-Dec-19,18546.3
Sky Bank,1272,31-Dec-19,50261.2
Sky Bank,1273,31-Dec-19,43348.3
Sky Bank,1274,31-Dec-19,30155.3
Sky Bank,1275,31-Dec-19,25142.9
Sky Bank,1276,31-Dec-19,37988.3
Sky Bank,1277,31-Dec-19,25143.3
Sky Bank,1280,31-Dec-19,22145.6
Sky Bank,1285,31-Dec-19,27896.3
Sky Bank,1286,31-Dec-19,111721
Sky Bank,1287,31-Dec-19,34899.1
Sky Bank,1288,31-Dec-19,19129
Sky Bank,1289,31-Dec-19,81880.2
Sky Bank,1291,31-Dec-19,22735.1
Sky Bank,1292,31-Dec-19,45891.6
Sky Bank,1293,31-Dec-19,76987
Sky Bank,1294,31-Dec-19,21035.1
Sky Bank,1295,31-Dec-19,22187.3
Sky Bank,1296,31-Dec-19,5834.1
Sky Bank,1297,31-Dec-19,46846.4
Sky Bank,1298,31-Dec-19,30565.6
Sky Bank,1299,31-Dec-19,14831
Sky Bank,1301,31-Dec-19,14478.6
Sky Bank,1302,31-Dec-19,28587.2
Sky Bank,1304,31-Dec-19,20969.7
Sky Bank,1305,31-Dec-19,78661.9
Sky Bank,1306,31-Dec-19,26955.7
Sky Bank,1307,31-Dec-19,28971.3
Sky Bank,1309,31-Dec-19,94815.5
Sky Bank,1310,31-Dec-19,22680.3
Sky Bank,1311,31-Dec-19,12210.7
Sky Bank,1312,31-Dec-19,28504.6
Sky Bank,1314,31-Dec-19,35205.3
Sky Bank,1315,31-Dec-19,33012.4
Sky Bank,1317,31-Dec-19,33516.3
Sky Bank,1320,31-Dec-19,26685.1
Sky Bank,1322,31-Dec-19,19462.5
Sky Bank,1323,31-Dec-19,42144.5
Sky Bank,1324,31-Dec-19,49876.3
Sky Bank,1325,31-Dec-19,14236.4
Sky Bank,1326,31-Dec-19,18098.4
Sky Bank,1327,31-Dec-19,49827.1
Sky Bank,1328,31-Dec-19,43964.6
Sky Bank,1329,31-Dec-19,31810.3
Sky Bank,1330,31-Dec-19,24023.3
Sky Bank,1331,31-Dec-19,26757.1
Sky Bank,1332,31-Dec-19,92035.4
Sky Bank,1333,31-Dec-19,14930.6
Sky Bank,1334,31-Dec-19,30443.5
Sky Bank,1335,31-Dec-19,40549.4
Sky Bank,1337,31-Dec-19,45210.7
Sky Bank,1338,31-Dec-19,79577.4
Sky Bank,1341,31-Dec-19,19179.8
Sky Bank,1344,31-Dec-19,62610.3
Sky Bank,1345,31-Dec-19,84429.4
Sky Bank,1349,31-Dec-19,17488.6
Sky Bank,1350,31-Dec-19,46113.1
Sky Bank,1351,31-Dec-19,17266.3
Sky Bank,1352,31-Dec-19,48833.7
Sky Bank,1353,31-Dec-19,43337.2
Sky Bank,1357,31-Dec-19,33519.5
Sky Bank,1358,31-Dec-19,21444.4
Sky Bank,1359,31-Dec-19,33527.9
Sky Bank,1360,31-Dec-19,38995
Sky Bank,1365,31-Dec-19,35059
Sky Bank,1366,31-Dec-19,22683.6
Sky Bank,1367,31-Dec-19,29638.1
Sky Bank,1368,31-Dec-19,39701.9
Sky Bank,1369,31-Dec-19,39982.3
Sky Bank,1371,31-Dec-19,21321.5
Sky Bank,1372,31-Dec-19,51178.8
Sky Bank,1373,31-Dec-19,17293.7
Sky Bank,1374,31-Dec-19,53834.5
Sky Bank,1375,31-Dec-19,46225.7
Sky Bank,1376,31-Dec-19,28186.5
Sky Bank,1378,31-Dec-19,66493.4
Sky Bank,1380,31-Dec-19,44402
Sky Bank,1381,31-Dec-19,19013.1
Sky Bank,1382,31-Dec-19,22536.8
Sky Bank,1383,31-Dec-19,33607.5
Sky Bank,1384,31-Dec-19,40432.8
Sky Bank,1388,31-Dec-19,39830.2
Sky Bank,1392,31-Dec-19,91329.8
Sky Bank,1393,31-Dec-19,16439.2
Sky Bank,1394,31-Dec-19,36083.5
Sky Bank,1395,31-Dec-19,24501.8
Sky Bank,1396,31-Dec-19,51328.7
Sky Bank,1397,31-Dec-19,47537.2
Sky Bank,1399,31-Dec-19,22917.9
Sky Bank,1401,31-Dec-19,38101.6
Sky Bank,1402,31-Dec-19,33557.3
Sky Bank,1403,31-Dec-19,43242.1
Sky Bank,1404,31-Dec-19,27892.7
Sky Bank,1405,31-Dec-19,26354.9
Sky Bank,1406,31-Dec-19,20692.2
Sky Bank,1408,31-Dec-19,74200.6
Sky Bank,1410,31-Dec-19,69778.1
Sky Bank,1411,31-Dec-19,69180.7
Sky Bank,1412,31-Dec-19,26958.3
Sky Bank,1413,31-Dec-19,17868.4
Sky Bank,1414,31-Dec-19,13946.6
Sky Bank,1416,31-Dec-19,57617.2
Sky Bank,1417,31-Dec-19,65032.3
Sky Bank,1419,31-Dec-19,28923.6
Sky Bank,1420,31-Dec-19,26378.6
Sky Bank,1421,31-Dec-19,39049.3
Sky Bank,1422,31-Dec-19,25383.7
Sky Bank,1423,31-Dec-19,18870.7
Sky Bank,1425,31-Dec-19,51030.3
Sky Bank,1426,31-Dec-19,15721.4
Sky Bank,1427,31-Dec-19,49079.4
Sky Bank,1429,31-Dec-19,26729.6
Sky Bank,1431,31-Dec-19,24559.6
Sky Bank,1435,31-Dec-19,34076.9
Sky Bank,1436,31-Dec-19,32436.5
Sky Bank,1437,31-Dec-19,13271.1
Sky Bank,1439,31-Dec-19,17964.1
Sky Bank,1440,31-Dec-19,17838.7
Sky Bank,1441,31-Dec-19,20365.4
Sky Bank,1442,31-Dec-19,42160.7
Sky Bank,1444,31-Dec-19,29598.2
Sky Bank,1445,31-Dec-19,20083
Sky Bank,1446,31-Dec-19,45967.2
Sky Bank,1448,31-Dec-19,17157.5
Sky Bank,1449,31-Dec-19,46072.1
Sky Bank,1450,31-Dec-19,37019.4
Sky Bank,1451,31-Dec-19,22103.5
Sky Bank,1452,31-Dec-19,59606.7
Sky Bank,1453,31-Dec-19,77444.1
Sky Bank,1455,31-Dec-19,33157.6
Sky Bank,1456,31-Dec-19,70568.6
Sky Bank,1458,31-Dec-19,32792.1
Sky Bank,1461,31-Dec-19,53268.5
